"name","name","readgroup","basecallid","software","basecalldate","version"
"IHRT1713","IHRT1713_TumourDNA",2627,263,"BUSTARD","2011-08-02","1.8.0"
"IHRT1482","IHRT1482_WBC_DNA",2640,272,"BUSTARD","2011-08-26","1.8.0"
"0A4HZR","IHRT1651_WBC_DNA",2639,272,"BUSTARD","2011-08-26","1.8.0"
"IHRT1665","IHRT1665_WBC_DNA",2638,272,"BUSTARD","2011-08-26","1.8.0"
"IHRT1667","IHRT1667_WBC_DNA",2637,272,"BUSTARD","2011-08-26","1.8.0"
"0A4I0Q","IHRT1705_WBC_DNA",2636,272,"BUSTARD","2011-08-26","1.8.0"
"IHRT1953","IHRT1953_WBC_DNA",2635,272,"BUSTARD","2011-08-26","1.8.0"
"0A4I0S","IHRT2383_WBC_DNA",2634,272,"BUSTARD","2011-08-26","1.8.0"
"0A4I0Q","IHRT1705_TumourRNA",2647,270,"BUSTARD","2011-08-22","1.8.0"
"0A4I0Q","IHRT1705_TumourRNA",2661,279,"BUSTARD","2011-09-02","1.9.0"
"IHRT1713","IHRT1713_TumourRNA",2646,270,"BUSTARD","2011-08-22","1.8.0"
"IHRT1713","IHRT1713_TumourRNA",2660,279,"BUSTARD","2011-09-02","1.9.0"
"IHRT1953","IHRT1953_TumourRNA",2645,270,"BUSTARD","2011-08-22","1.8.0"
"IHRT1953","IHRT1953_TumourRNA",2659,279,"BUSTARD","2011-09-02","1.9.0"
"0A4I0S","IHRT2383_TumourRNA",2644,270,"BUSTARD","2011-08-22","1.8.0"
"0A4I0S","IHRT2383_TumourRNA",2664,279,"BUSTARD","2011-09-02","1.9.0"
"IHRT2389","IHRT2389_TumourRNA",2643,270,"BUSTARD","2011-08-22","1.8.0"
"IHRT2389","IHRT2389_TumourRNA",2663,279,"BUSTARD","2011-09-02","1.9.0"
"0A4I0W","IHRT2536_TumourRNA",2642,270,"BUSTARD","2011-08-22","1.8.0"
"0A4I0W","IHRT2536_TumourRNA",2649,271,"BUSTARD","2011-08-22","1.8.0"
"0A4I3S","IHRT2550_TumourRNA",2641,270,"BUSTARD","2011-08-22","1.8.0"
"0A4I3S","IHRT2550_TumourRNA",2648,271,"BUSTARD","2011-08-22","1.8.0"
"IHRT2576","IHRT2576_TumourRNA",2651,271,"BUSTARD","2011-08-22","1.8.0"
"IHRT2576","IHRT2576_TumourRNA",2662,279,"BUSTARD","2011-09-02","1.9.0"
"IHRT1713","IHRT1713_WBC_DNA",2650,271,"BUSTARD","2011-08-22","1.8.0"
"0A4I44","IHRT2915_WBC_DNA",2658,269,"BUSTARD","2011-08-22","1.8.0"
"IHRT3232","IHRT3232_WBC_DNA",2657,269,"BUSTARD","2011-08-22","1.8.0"
"0A4I8U","IHRT3357_WBC_DNA",2656,269,"BUSTARD","2011-08-22","1.8.0"
"IHRT3408","IHRT3408_WBC_DNA",2655,269,"BUSTARD","2011-08-22","1.8.0"
"IHRT3798","IHRT3798_WBC_DNA",2654,269,"BUSTARD","2011-08-22","1.8.0"
"IHRT3232","IHRT3232_TumourDNA",2653,269,"BUSTARD","2011-08-22","1.8.0"
"IHRT3232","IHRT3232_TumourDNA",2652,269,"BUSTARD","2011-08-22","1.8.0"
"0A4HLD","IHRT131_WBC_DNA",2669,274,"BUSTARD","2011-09-02","1.9.0"
"0A4HLQ","IHRT134_WBC_DNA",2668,274,"BUSTARD","2011-09-02","1.9.0"
"0A4HX8","IHRT803_WBC_DNA",2667,274,"BUSTARD","2011-09-02","1.9.0"
"IHRT1161","IHRT1161_WBC_DNA",2666,274,"BUSTARD","2011-09-02","1.9.0"
"0A4I6O","IHRT1165_WBC_DNA",2665,274,"BUSTARD","2011-09-02","1.9.0"
"0A4HXS","IHRT1173_WBC_DNA",2688,281,"BUSTARD","2011-09-23","1.9.0"
"IHRT2389","IHRT2389_WBC_DNA",2676,273,"BUSTARD","2011-09-03","1.9.0"
"IHRT2389","IHRT2389_WBC_DNA",2697,293,"BUSTARD","2011-11-19","1.9.0"
"0A4I0W","IHRT2536_TumourDNA",2675,273,"BUSTARD","2011-09-03","1.9.0"
"0A4I0W","IHRT2536_TumourDNA",2696,293,"BUSTARD","2011-11-19","1.9.0"
"0A4I3S","IHRT2550_TumourDNA",2674,273,"BUSTARD","2011-09-03","1.9.0"
"0A4I3S","IHRT2550_TumourDNA",2695,293,"BUSTARD","2011-11-19","1.9.0"
"IHRT2576","IHRT2576_WBC_DNA",2673,273,"BUSTARD","2011-09-03","1.9.0"
"IHRT2576","IHRT2576_WBC_DNA",2694,293,"BUSTARD","2011-11-19","1.9.0"
"0A4I42","IHRT2749_WBC_DNA",2672,273,"BUSTARD","2011-09-03","1.9.0"
"0A4I42","IHRT2749_WBC_DNA",2701,296,"BUSTARD","2011-11-04","1.9.0"
"0A4I42","IHRT2749_WBC_DNA",2712,298,"BUSTARD","2011-12-27","1.9.0"
"0A4I42","IHRT2749_WBC_DNA",2711,298,"BUSTARD","2011-12-27","1.9.0"
"IHRT2660","IHRT2660_WBC_DNA",2671,273,"BUSTARD","2011-09-03","1.9.0"
"IHRT2660","IHRT2660_WBC_DNA",2700,296,"BUSTARD","2011-11-04","1.9.0"
"IHRT2660","IHRT2660_WBC_DNA",2710,298,"BUSTARD","2011-12-27","1.9.0"
"IHRT2660","IHRT2660_WBC_DNA",2709,298,"BUSTARD","2011-12-27","1.9.0"
"IHRT2795","IHRT2795_WBC_DNA",2670,273,"BUSTARD","2011-09-03","1.9.0"
"IHRT2795","IHRT2795_WBC_DNA",2698,295,"BUSTARD","2011-11-26","1.9.0"
"IHRT2389","IHRT2389_TumourDNA",2682,278,"BUSTARD","2011-09-10","1.9.0"
"0A4I0W","IHRT2536_TumourDNA",2683,278,"BUSTARD","2011-09-10","1.9.0"
"0A4I3S","IHRT2550_WBC_DNA",2681,278,"BUSTARD","2011-09-10","1.9.0"
"IHRT2576","IHRT2576_TumourDNA",2680,278,"BUSTARD","2011-09-10","1.9.0"
"IHRT2660","IHRT2660_TumourDNA",2689,282,"BUSTARD","2011-09-23","1.9.0"
"IHRT2795","IHRT2795_TumourDNA",2679,278,"BUSTARD","2011-09-10","1.9.0"
"IHRT2795","IHRT2795_WBC_DNA",2678,278,"BUSTARD","2011-09-10","1.9.0"
"0A4I44","IHRT2915_WBC_DNA",2677,278,"BUSTARD","2011-09-10","1.9.0"
"IHRT2817","IHRT2817_WBC_DNA",2716,302,"BUSTARD","2012-01-09","1.9.0"
"IHRT2817","IHRT2817_WBC_DNA",2715,302,"BUSTARD","2012-01-09","1.9.0"
"IHRT2817","IHRT2817_TumourRNA",2727,305,"BUSTARD","2012-01-25","1.9.0"
"IHRT2817","IHRT2817_TumourRNA",2726,305,"BUSTARD","2012-01-25","1.9.0"
"0A4I44","IHRT2915_TumourRNA",2704,299,"BUSTARD","2011-12-21","1.9.0"
"0A4I44","IHRT2915_TumourRNA",2717,302,"BUSTARD","2012-01-09","1.9.0"
"0A4I42","IHRT2749_TumourDNA",2690,282,"BUSTARD","2011-09-23","1.9.0"
"IHRT2660","IHRT2660_TumourRNA",2732,309,"BUSTARD","2012-02-06","1.9.0"
"IHRT2660","IHRT2660_TumourRNA",2731,309,"BUSTARD","2012-02-06","1.9.0"
"IHRT3232","IHRT3232_TumourRNA",2706,299,"BUSTARD","2011-12-21","1.9.0"
"IHRT3232","IHRT3232_TumourRNA",2705,299,"BUSTARD","2011-12-21","1.9.0"
"IHRT3232","IHRT3232_TumourRNA",2714,302,"BUSTARD","2012-01-09","1.9.0"
"IHRT3232","IHRT3232_TumourRNA",2713,302,"BUSTARD","2012-01-09","1.9.0"
"0A4I8U","IHRT3357_TumourRNA",2719,303,"BUSTARD","2012-01-17","1.9.0"
"0A4I8U","IHRT3357_TumourRNA",2718,304,"BUSTARD","2012-01-20","1.8.0"
"0A4I8U","IHRT3357_TumourRNA",2728,305,"BUSTARD","2012-01-25","1.9.0"
"0A4I8U","IHRT3357_TumourDNA",2691,282,"BUSTARD","2011-09-23","1.9.0"
"0A4I8U","IHRT3357_TumourDNA",2699,296,"BUSTARD","2011-11-04","1.9.0"
"0A4I8U","IHRT3357_TumourDNA",2708,298,"BUSTARD","2011-12-27","1.9.0"
"0A4I8U","IHRT3357_TumourDNA",2707,298,"BUSTARD","2011-12-27","1.9.0"
"IHRT3408","IHRT3408_TumourDNA",2684,281,"BUSTARD","2011-09-23","1.9.0"
"IHRT3408","IHRT3408_TumourDNA",2692,292,"BUSTARD","2011-11-08","1.9.0"
"IHRT3408","IHRT3408_TumourRNA",2723,303,"BUSTARD","2012-01-17","1.9.0"
"IHRT3408","IHRT3408_TumourRNA",2721,303,"BUSTARD","2012-01-17","1.9.0"
"IHRT3408","IHRT3408_TumourRNA",2722,304,"BUSTARD","2012-01-20","1.8.0"
"IHRT3408","IHRT3408_TumourRNA",2720,304,"BUSTARD","2012-01-20","1.8.0"
"IHRT3798","IHRT3798_TumourRNA",2703,296,"BUSTARD","2011-11-04","1.9.0"
"IHRT3798","IHRT3798_TumourRNA",2702,296,"BUSTARD","2011-11-04","1.9.0"
"IHRT3798","IHRT3798_WBC_DNA",2685,281,"BUSTARD","2011-09-23","1.9.0"
"IHRT3798","IHRT3798_WBC_DNA",2693,293,"BUSTARD","2011-11-19","1.9.0"
"IHRT2795","IHRT2795_TumourRNA",2725,305,"BUSTARD","2012-01-25","1.9.0"
"IHRT2795","IHRT2795_TumourRNA",2724,305,"BUSTARD","2012-01-25","1.9.0"
"0A4I42","IHRT2749_TumourRNA",2730,309,"BUSTARD","2012-02-06","1.9.0"
"0A4I42","IHRT2749_TumourRNA",2729,309,"BUSTARD","2012-02-06","1.9.0"
"IHRT1318","IHRT1318_WBC_DNA",2687,281,"BUSTARD","2011-09-23","1.9.0"
"IHRT1184","IHRT1184_WBC_DNA",2686,281,"BUSTARD","2011-09-23","1.9.0"
"0A4I42","IHRT2749_TumourDNA",29427,553,"BUSTARD","2013-10-04","1.9.4"
"CA_4388_011","VALIDATION_CA_4388_001_TumorDNA",29426,553,"BUSTARD","2013-10-04","1.9.4"
